Id,Balance_open,Income,Outcome,Balance_close,Date,Number_day
692636,0,0,0,500000,2022-08-31,0
682188,0,0,0,294000,2022-08-31,0
693237,0,0,0,37000,2022-08-31,0
680615,0,0,0,115000,2022-08-31,0
646941,0,0,0,332000,2022-08-31,0
634911,0,0,0,522000,2022-08-31,0
668197,0,0,0,465000,2022-08-31,0
635734,0,0,0,520000,2022-08-31,0
622475,0,0,0,493000,2022-08-31,0
627785,0,0,0,305000,2022-08-31,0
634738,0,0,0,102000,2022-08-31,0
646944,0,0,0,90000,2022-08-31,0
636092,0,0,0,667000,2022-08-31,0
646856,0,0,0,262000,2022-08-31,0
627708,0,0,0,347000,2022-08-31,0
653692,0,0,0,348000,2022-08-31,0
682784,0,0,0,115000,2022-08-31,0
607523,0,0,0,112000,2022-08-31,0
607515,0,0,0,115000,2022-08-31,0
607513,0,0,0,362000,2022-08-31,0
634768,0,0,0,63000,2022-08-31,0
609499,0,0,0,38000,2022-08-31,0
628616,0,0,0,151000,2022-08-31,0
636753,0,0,0,394000,2022-08-31,0
658887,0,0,0,127000,2022-08-31,0
634955,0,0,0,516000,2022-08-31,0
609116,0,0,0,13000,2022-08-31,0
680316,0,0,0,53000,2022-08-31,0
635215,0,0,0,501000,2022-08-31,0
648891,0,0,0,469000,2022-08-31,0
687685,0,0,0,431000,2022-08-31,0
687696,0,0,0,405000,2022-08-31,0
683149,0,0,0,623000,2022-08-31,0
628623,0,0,0,368000,2022-08-31,0
635756,0,0,0,158000,2022-08-31,0
634907,0,0,0,401000,2022-08-31,0
667123,0,0,0,296000,2022-08-31,0
698646,0,0,0,27000,2022-08-31,0
688389,0,0,0,153000,2022-08-31,0
658347,0,0,0,104000,2022-08-31,0
646785,0,0,0,68000,2022-08-31,0
609999,0,0,0,178000,2022-08-31,0
659684,0,0,0,178000,2022-08-31,0
609344,0,0,0,503000,2022-08-31,0
688323,0,0,0,261000,2022-08-31,0
658902,0,0,0,83000,2022-08-31,0
691855,0,0,0,80000,2022-08-31,0
698639,0,0,0,100000,2022-08-31,0
676396,0,0,0,122000,2022-08-31,0
607569,0,0,0,241000,2022-08-31,0
635736,0,0,0,209000,2022-08-31,0
665293,0,0,0,78000,2022-08-31,0
628661,0,0,0,687000,2022-08-31,0
698636,0,0,0,349000,2022-08-31,0
634826,0,0,0,124000,2022-08-31,0
645473,0,0,0,138000,2022-08-31,0
634975,0,0,0,571000,2022-08-31,0
682293,0,0,0,363000,2022-08-31,0
629839,0,0,0,358000,2022-08-31,0
661449,0,0,0,169000,2022-08-31,0
669356,0,0,0,124000,2022-08-31,0
634901,0,0,0,357000,2022-08-31,0
645352,0,0,0,111000,2022-08-31,0
644734,0,0,0,350000,2022-08-31,0
628613,0,0,0,95000,2022-08-31,0
607738,0,0,0,528000,2022-08-31,0
606048,0,0,0,279000,2022-08-31,0
606003,0,0,0,143000,2022-08-31,0
644880,0,0,0,105000,2022-08-31,0
628883,0,0,0,439000,2022-08-31,0
607036,0,0,0,333000,2022-08-31,0
622381,0,0,0,646000,2022-08-31,0
636041,0,0,0,182000,2022-08-31,0
669453,0,0,0,67000,2022-08-31,0
662496,0,0,0,48000,2022-08-31,0
607579,0,0,0,73000,2022-08-31,0
688293,0,0,0,333000,2022-08-31,0
698956,0,0,0,101000,2022-08-31,0
667509,0,0,0,444000,2022-08-31,0
634729,0,0,0,624000,2022-08-31,0
629729,0,0,0,130000,2022-08-31,0
641579,0,0,0,146000,2022-08-31,0
634673,0,0,0,462000,2022-08-31,0
687457,0,0,0,621000,2022-08-31,0
635245,0,0,0,119000,2022-08-31,0
606006,0,0,0,180000,2022-08-31,0
609355,0,0,0,216000,2022-08-31,0
616767,0,0,0,208000,2022-08-31,0
668645,0,0,0,106000,2022-08-31,0
622460,0,0,0,586000,2022-08-31,0
648534,0,0,0,447000,2022-08-31,0
609284,0,0,0,100000,2022-08-31,0
698630,0,0,0,259000,2022-08-31,0
609273,0,0,0,582000,2022-08-31,0
683734,0,0,0,195000,2022-08-31,0
699060,0,0,0,574000,2022-08-31,0
677919,0,0,0,403000,2022-08-31,0
628971,0,0,0,130000,2022-08-31,0
687661,0,0,0,76000,2022-08-31,0
636094,0,0,0,340000,2022-08-31,0
698694,0,0,0,121000,2022-08-31,0
644696,0,0,0,90000,2022-08-31,0
629867,0,0,0,476000,2022-08-31,0
649984,0,0,0,275000,2022-08-31,0
644568,0,0,0,570000,2022-08-31,0
661920,0,0,0,252000,2022-08-31,0
627728,0,0,0,474000,2022-08-31,0
635559,0,0,0,646000,2022-08-31,0
634711,0,0,0,246000,2022-08-31,0
682152,0,0,0,155000,2022-08-31,0
660401,0,0,0,6019000,2022-08-31,0
606195,0,0,0,53000,2022-08-31,0
661185,0,0,0,80000,2022-08-31,0
637535,0,0,0,316000,2022-08-31,0
657216,0,0,0,63000,2022-08-31,0
687620,0,0,0,225000,2022-08-31,0
628631,0,0,0,357000,2022-08-31,0
635266,0,0,0,213000,2022-08-31,0
657385,0,0,0,0,2022-08-31,0
645387,0,0,0,50000,2022-08-31,0
609943,0,0,0,334000,2022-08-31,0
680328,0,0,0,310000,2022-08-31,0
661116,0,0,0,90000,2022-08-31,0
644488,0,0,0,582000,2022-08-31,0
683749,0,0,0,303000,2022-08-31,0
682764,0,0,0,517000,2022-08-31,0
688223,0,0,0,395000,2022-08-31,0
609166,0,0,0,499000,2022-08-31,0
676374,0,0,0,411000,2022-08-31,0
634773,0,0,0,82000,2022-08-31,0
658899,0,0,0,42000,2022-08-31,0
608006,0,0,0,83000,2022-08-31,0
633476,0,0,0,50000,2022-08-31,0
625045,0,0,0,511000,2022-08-31,0
607769,0,0,0,80000,2022-08-31,0
686161,0,0,0,106000,2022-08-31,0
687668,0,0,0,324000,2022-08-31,0
607773,0,0,0,133000,2022-08-31,0
636710,0,0,0,357000,2022-08-31,0
682257,0,0,0,129000,2022-08-31,0
606133,0,0,0,156000,2022-08-31,0
699451,0,0,0,141000,2022-08-31,0
666592,0,0,0,345000,2022-08-31,0
662921,0,0,0,505000,2022-08-31,0
607066,0,0,0,302000,2022-08-31,0
662968,0,0,0,344000,2022-08-31,0
619222,0,0,0,141000,2022-08-31,0
609129,0,0,0,162000,2022-08-31,0
646513,0,0,0,47000,2022-08-31,0
646119,0,0,0,355000,2022-08-31,0
622457,0,0,0,370000,2022-08-31,0
609491,0,0,0,275000,2022-08-31,0
645415,0,0,0,170000,2022-08-31,0
661107,0,0,0,210000,2022-08-31,0
605394,0,0,0,217000,2022-08-31,0
637526,0,0,0,468000,2022-08-31,0
606021,0,0,0,526000,2022-08-31,0
676308,0,0,0,325000,2022-08-31,0
635539,0,0,0,234000,2022-08-31,0
607796,0,0,0,39000,2022-08-31,0
629845,0,0,0,413000,2022-08-31,0
639712,0,0,0,259000,2022-08-31,0
635235,0,0,0,561000,2022-08-31,0
619217,0,0,0,384000,2022-08-31,0
619206,0,0,0,179000,2022-08-31,0
607003,0,0,0,246000,2022-08-31,0
609337,0,0,0,413000,2022-08-31,0
698991,0,0,0,308000,2022-08-31,0
622496,0,0,0,195000,2022-08-31,0
686191,0,0,0,172000,2022-08-31,0
606563,0,0,0,258000,2022-08-31,0
628647,0,0,0,168000,2022-08-31,0
636766,0,0,0,370000,2022-08-31,0
682231,0,0,0,274000,2022-08-31,0
622444,0,0,0,335000,2022-08-31,0
639711,0,0,0,203000,2022-08-31,0
636405,0,0,0,403000,2022-08-31,0
695148,0,0,0,264000,2022-08-31,0
635217,0,0,0,168000,2022-08-31,0
682799,0,0,0,245000,2022-08-31,0
608047,0,0,0,448000,2022-08-31,0
607761,0,0,0,196000,2022-08-31,0
608071,0,0,0,176000,2022-08-31,0
698689,0,0,0,285000,2022-08-31,0
668402,0,0,0,223000,2022-08-31,0
681975,0,0,0,236000,2022-08-31,0
606199,0,0,0,489000,2022-08-31,0
619607,0,0,0,145000,2022-08-31,0
698632,0,0,0,175000,2022-08-31,0
635579,0,0,0,47000,2022-08-31,0
687630,0,0,0,222000,2022-08-31,0
683745,0,0,0,114000,2022-08-31,0
691803,0,0,0,88000,2022-08-31,0
607521,0,0,0,317000,2022-08-31,0
619590,0,0,0,63000,2022-08-31,0
634022,0,0,0,173000,2022-08-31,0
607723,0,0,0,517000,2022-08-31,0
644019,0,0,0,312000,2022-08-31,0
688365,0,0,0,255000,2022-08-31,0
686178,0,0,0,154000,2022-08-31,0
635287,0,0,0,621000,2022-08-31,0
622362,0,0,0,383000,2022-08-31,0
690262,0,0,0,390000,2022-08-31,0
698945,0,0,0,160000,2022-08-31,0
635243,0,0,0,128000,2022-08-31,0
645374,0,0,0,482000,2022-08-31,0
620787,0,0,0,562000,2022-08-31,0
634655,0,0,0,54000,2022-08-31,0
688301,0,0,0,421000,2022-08-31,0
686171,0,0,0,38000,2022-08-31,0
669434,0,0,0,298000,2022-08-31,0
699070,0,0,0,440000,2022-08-31,0
609843,0,0,0,129000,2022-08-31,0
607786,0,0,0,128000,2022-08-31,0
635285,0,0,0,377000,2022-08-31,0
698652,0,0,0,25000,2022-08-31,0
688345,0,0,0,160000,2022-08-31,0
638406,0,0,0,153000,2022-08-31,0
644585,0,0,0,530000,2022-08-31,0
636044,0,0,0,612000,2022-08-31,0
654092,0,0,0,190000,2022-08-31,0
698660,0,0,0,310000,2022-08-31,0
688339,0,0,0,202000,2022-08-31,0
622445,0,0,0,215000,2022-08-31,0
652813,0,0,0,111000,2022-08-31,0
609958,0,0,0,267000,2022-08-31,0
699048,0,0,0,423000,2022-08-31,0
668536,0,0,0,328000,2022-08-31,0
698640,0,0,0,149000,2022-08-31,0
646867,0,0,0,595000,2022-08-31,0
692296,0,0,0,330000,2022-08-31,0
698965,0,0,0,322000,2022-08-31,0
634822,0,0,0,603000,2022-08-31,0
644459,0,0,0,203000,2022-08-31,0
634797,0,0,0,83000,2022-08-31,0
622371,0,0,0,577000,2022-08-31,0
672190,0,0,0,297000,2022-08-31,0
622463,0,0,0,322000,2022-08-31,0
644858,0,0,0,141000,2022-08-31,0
635743,0,0,0,503000,2022-08-31,0
676366,0,0,0,291000,2022-08-31,0
667587,0,0,0,326000,2022-08-31,0
638411,0,0,0,485000,2022-08-31,0
687646,0,0,0,393000,2022-08-31,0
619236,0,0,0,379000,2022-08-31,0
638981,0,0,0,279000,2022-08-31,0
636713,0,0,0,141000,2022-08-31,0
689224,0,0,0,261000,2022-08-31,0
634656,0,0,0,563000,2022-08-31,0
644835,0,0,0,405000,2022-08-31,0
635599,0,0,0,173000,2022-08-31,0
622379,0,0,0,417000,2022-08-31,0
608073,0,0,0,306000,2022-08-31,0
618797,0,0,0,49000,2022-08-31,0
616680,0,0,0,39000,2022-08-31,0
634705,0,0,0,412000,2022-08-31,0
644859,0,0,0,436000,2022-08-31,0
661906,0,0,0,301000,2022-08-31,0
619724,0,0,0,96000,2022-08-31,0
637187,0,0,0,185000,2022-08-31,0
633294,0,0,0,118000,2022-08-31,0
644008,0,0,0,358000,2022-08-31,0
646942,0,0,0,530000,2022-08-31,0
644483,0,0,0,398000,2022-08-31,0
634742,0,0,0,480000,2022-08-31,0
635288,0,0,0,68000,2022-08-31,0
619584,0,0,0,231000,2022-08-31,0
698686,0,0,0,475000,2022-08-31,0
634740,0,0,0,384000,2022-08-31,0
622377,0,0,0,566000,2022-08-31,0
634862,0,0,0,496000,2022-08-31,0
687665,0,0,0,391000,2022-08-31,0
638463,0,0,0,202000,2022-08-31,0
698633,0,0,0,8000,2022-08-31,0
658915,0,0,0,158000,2022-08-31,0
644779,0,0,0,424000,2022-08-31,0
627772,0,0,0,159000,2022-08-31,0
687697,0,0,0,292000,2022-08-31,0
635529,0,0,0,394000,2022-08-31,0
634524,0,0,0,160000,2022-08-31,0
646523,0,0,0,653000,2022-08-31,0
644480,0,0,0,439000,2022-08-31,0
607586,0,0,0,261000,2022-08-31,0
607096,0,0,0,161000,2022-08-31,0
686363,0,0,0,435000,2022-08-31,0
649963,0,0,0,130000,2022-08-31,0
644896,0,0,0,302000,2022-08-31,0
606082,0,0,0,360000,2022-08-31,0
635252,0,0,0,369000,2022-08-31,0
635256,0,0,0,325000,2022-08-31,0
646714,0,0,0,505000,2022-08-31,0
622430,0,0,0,203000,2022-08-31,0
698702,0,0,0,470000,2022-08-31,0
649865,0,0,0,469000,2022-08-31,0
646860,0,0,0,502000,2022-08-31,0
668633,0,0,0,279000,2022-08-31,0
634776,0,0,0,387000,2022-08-31,0
682770,0,0,0,62000,2022-08-31,0
607558,0,0,0,141000,2022-08-31,0
627732,0,0,0,360000,2022-08-31,0
679673,0,0,0,73000,2022-08-31,0
619209,0,0,0,320000,2022-08-31,0
657948,0,0,0,188000,2022-08-31,0
635714,0,0,0,203000,2022-08-31,0
622391,0,0,0,209000,2022-08-31,0
662499,0,0,0,120000,2022-08-31,0
606546,0,0,0,128000,2022-08-31,0
635753,0,0,0,145000,2022-08-31,0
636762,0,0,0,241000,2022-08-31,0
649871,0,0,0,299000,2022-08-31,0
635707,0,0,0,305000,2022-08-31,0
699090,0,0,0,107000,2022-08-31,0
638408,0,0,0,65000,2022-08-31,0
606537,0,0,0,109000,2022-08-31,0
649929,0,0,0,241000,2022-08-31,0
649803,0,0,0,326000,2022-08-31,0
646857,0,0,0,339000,2022-08-31,0
627740,0,0,0,237000,2022-08-31,0
634814,0,0,0,371000,2022-08-31,0
687413,0,0,0,118000,2022-08-31,0
667111,0,0,0,630000,2022-08-31,0
630526,0,0,0,406000,2022-08-31,0
623324,0,0,0,508000,2022-08-31,0
662045,0,0,0,384000,2022-08-31,0
698955,0,0,0,284000,2022-08-31,0
698650,0,0,0,33000,2022-08-31,0
622409,0,0,0,354000,2022-08-31,0
645479,0,0,0,568000,2022-08-31,0
609996,0,0,0,55000,2022-08-31,0
616665,0,0,0,462000,2022-08-31,0
693201,0,0,0,117000,2022-08-31,0
667114,0,0,0,75000,2022-08-31,0
609484,0,0,0,362000,2022-08-31,0
628643,0,0,0,602000,2022-08-31,0
619186,0,0,0,575000,2022-08-31,0
607511,0,0,0,119000,2022-08-31,0
619583,0,0,0,541000,2022-08-31,0
698677,0,0,0,277000,2022-08-31,0
608022,0,0,0,433000,2022-08-31,0
688225,0,0,0,288000,2022-08-31,0
659620,0,0,0,195000,2022-08-31,0
616776,0,0,0,297000,2022-08-31,0
636049,0,0,0,612000,2022-08-31,0
619728,0,0,0,362000,2022-08-31,0
635556,0,0,0,363000,2022-08-31,0
668584,0,0,0,193000,2022-08-31,0
619644,0,0,0,412000,2022-08-31,0
608555,0,0,0,342000,2022-08-31,0
634930,0,0,0,375000,2022-08-31,0
687643,0,0,0,347000,2022-08-31,0
616466,0,0,0,342000,2022-08-31,0
609483,0,0,0,0,2022-08-31,0
639707,0,0,0,45000,2022-08-31,0
607056,0,0,0,553000,2022-08-31,0
669262,0,0,0,456000,2022-08-31,0
607764,0,0,0,457000,2022-08-31,0
667145,0,0,0,413000,2022-08-31,0
634763,0,0,0,531000,2022-08-31,0
687669,0,0,0,320000,2022-08-31,0
688351,0,0,0,454000,2022-08-31,0
698699,0,0,0,407000,2022-08-31,0
686154,0,0,0,394000,2022-08-31,0
605365,0,0,0,204000,2022-08-31,0
677914,0,0,0,387000,2022-08-31,0
